Applicant_ID,Income,Credit_Score,Age,Employment_Years,Debt_to_Income,Gender,Zip_Code,Loan_Amount,Default_History
A001,45000.0,620,28,3.0,0.45,Female,10001,15000.0,0
ea0260bc-d1c5-49c5-a751-d0c688db20fc,72166.21090178643,711,47,14.358739093469623,0.4541823141031127,Female,71914,18841.568876161913,0
9360c204-65a2-4502-9fe0-85014036c320,55974.26032013479,673,48,7.446279584997223,0.2021236289368914,Female,73888,27178.659251101817,0
250d3ae9-4695-4d56-9c80-a0c115e5029c,76016.05772156766,604,55,6.428449001335995,0.2653601325187005,Female,89286,44550.05299305085,0
6b4168c3-d6c6-4ad7-8f3c-73c05cadda07,98337.26133840466,548,28,0.0,0.40272641059973635,Female,71293,26654.820446675323,0
f3fbbbbb-d4e7-4ee6-82f8-19eff986555e,62975.39875829992,705,52,4.416850337998028,0.15521510986823134,Male,92524,26138.365577811623,0
ada53a5f-6460-4865-87e1-bce6344706f9,62975.89129152458,681,25,1.3845613518206878,0.20830959012077732,Male,78515,34339.9479091772,0
d224f9a7-519f-4040-aff1-42e32b0baa26,117376.38446522175,721,20,2.994705749378069,0.12484099685846087,Male,33524,29334.546332649807,0
6501cf6f-0224-4d90-b19e-5ee9e43d7bfb,79069.58559339917,650,31,14.353316880962343,0.47673421393238424,Female,17065,23507.993424947726,0
c44fc4d7-6e0e-4caa-91e8-0cb55e24bdc2,47528.403158658715,683,77,5.573107545999949,0.531250921769455,Female,47684,14178.259852038365,0
d4f0c4e0-6806-4f76-a02a-ee0624b1ed96,73335.28111144209,557,30,0.6205021114194569,0.06308775157604096,Female,98720,26177.333362981844,0
47b96191-3613-462c-87ee-51d3a4bf4c12,56097.46921562613,755,62,11.872667273456521,0.2786721751517665,Other,43365,41415.99695624711,0
1778d09e-2490-4094-b9c9-30fb82f07baa,56028.10739289229,665,49,9.776377381187245,0.5110888462597417,Male,68876,51730.068804980816,0
91dd0f89-0c5b-4bb0-9fcd-e032892508f6,77258.86814698103,816,51,10.038267463001983,0.35980427754333566,Male,33704,29384.149623533653,0
283e6c91-db0b-4234-a55c-da9eebf8df39,20000.0,594,62,0.0,0.2266141150501358,Male,67857,36327.417026439594,1
820529cf-47d7-4ba5-9856-001d418941fb,20000.0,788,78,14.743354788607428,0.06807568205836517,Male,15622,29045.96060744218,0
dce9ed96-5b85-43de-9f08-dd632ca8d574,53131.37412277082,665,36,2.207426289530564,0.47294168277342963,Male,93797,23690.059533945958,0
307e0ac0-dbff-4974-b289-a051ebbcca43,39615.06638996729,597,76,8.889773863963777,0.3540772822416746,Male,97700,32713.85617919027,1
37daa836-d2c3-4e30-915d-7861dd0f1473,67513.30698117948,561,55,17.61899895308516,0.07905204183873668,Female,89332,42839.99251468726,0
0c9c373a-3bab-4495-bf83-a718d0040a3c,36345.38607420912,574,33,15.776663740953087,0.4784836580812486,Female,76201,11704.572459712821,0
951ba586-3acc-4529-a977-ab948f7afc5a,23486.255615950067,633,19,0.11218937263656503,0.05993946573631953,Female,42694,3229.049465306369,0
b6b1b6a6-2b37-462c-b5b6-98303f189f94,96874.04360749963,641,57,0.0,0.26692707687488826,Female,99766,17004.876255453008,0
8a2d8832-9fa9-4cda-af7b-67d55b7a5156,63226.71098540393,604,34,12.151732994239639,0.2603077944941806,Male,32995,28174.929149495554,0
993904ae-1413-4a80-a922-e4bb4090f4f0,61221.96921954206,598,72,5.7102790579699985,0.5427571993271753,Female,90141,38048.07426431847,1
74bdb1a2-9dbb-4c80-84f6-ef5ccd9044a4,23168.921251556854,771,51,2.4955927934896005,0.2608430712179771,Female,92999,10157.382627167677,0
4168dcf9-573a-469a-9add-18233ece0dea,45618.24052460784,738,59,8.106092734695238,0.26030359705489126,Female,18419,1000.0,0
97acb527-8333-40fb-b08f-21ac59d01d8b,73327.67769129598,684,77,4.185602112702795,0.09553824826534593,Male,57952,17358.270149934757,0
28e48a42-fa28-488a-8cda-d4b1bb828611,35470.19267733092,653,33,8.506620685243718,0.20394034814120915,Male,43837,22091.286615126457,0
641fb05c-b3fe-4284-a1dc-ba7ea44af265,81270.94055037016,659,55,5.334909039093664,0.17740568086790365,Male,80799,7565.897748828429,0
84ede302-0f62-4f9d-a701-747c00ef0e9c,44183.71340707047,649,77,8.611939641640834,0.18521664509929608,Female,58877,13658.636067740323,0
935f194c-45a4-4141-ae6d-f30e09a5df78,52061.80938027144,518,19,0.5273365543180573,0.30094267873378094,Female,55687,38009.25115130497,0
9fa37746-e3ad-4ea9-9a99-1832a5d77ee1,44156.48138815038,579,19,12.122310065663173,0.0,Female,47276,26171.801043941487,0
84a3ff05-9d4f-4b3f-9d05-990f65f3b3fd,125568.34553526813,516,43,8.488116853662191,0.07346546318746536,Male,44523,30184.331779139764,0
442814fd-d42f-490a-a9b3-ba7b020452b3,59155.82076918269,631,30,8.231486847017862,0.2833471689589268,Female,76055,19664.766525841787,1
c91ddae6-b5b7-4813-8208-1bcbf55fa598,32528.371311624545,651,73,0.0,0.3181882024655897,Female,64615,13688.343835625112,0
e20eaba8-126f-49cf-b87e-d38ce1c34e15,94676.34736309567,611,64,13.498162083221235,0.26498508020341566,Male,20514,19556.52655863784,0
2fea91ca-8b8c-412b-af20-c40a9e16ac37,33374.690500869336,775,48,4.931419503168659,0.29388082653225583,Male,57456,32483.20291269538,0
dcca8b6e-f9f5-49ad-aa23-a53e9a206e70,64826.02167262125,501,77,8.640244312149205,0.23863250795171229,Female,17233,2630.1968298817483,1
af0b9a62-8398-400c-85a3-935585002e0f,20000.0,532,51,3.3858776812669564,0.29722430951555057,Male,11102,49752.55389748017,1
7dba26b1-36bc-4fa4-9183-b5b6b8705724,25631.255753090023,617,56,6.304445323410485,0.36512133303933236,Female,76133,33622.87743523604,0
4f4ca881-5e54-4c54-9648-3fdd094cc07a,75905.8370760737,733,20,6.485636760597021,0.36407005930314906,Other,56715,16961.798435639274,0
b198f99c-1047-4d43-93e3-64103f6805dc,78330.89778988296,734,25,0.0,0.19665623828122564,Female,95193,37201.10676829751,0
3bb63acf-5ae7-4397-9c31-d25e76e7c93e,63869.89117034424,563,40,7.912240623274156,0.4372642109374425,Female,16256,43335.23600609662,1
c491dbfa-dba0-44ac-acef-5af21391d9f5,56550.96879909986,686,31,14.826707308610423,0.3235663041754979,Female,74800,20044.929255963423,0
7c479b5e-fcfd-49cd-8769-468d963259a0,51821.85576247313,596,73,7.698901294959786,0.48483209345096534,Female,51548,21751.22815352408,1
ddb70935-2636-4a9d-8795-068a1852a0b2,25644.340288977182,636,79,0.211458755551309,0.5149308646900622,Male,82090,47402.113202095075,0
49884d7a-31bc-4337-b5e4-2d6af4e76a76,48404.67374815874,720,72,8.249807830769434,0.08359099179401311,Male,88200,56784.62720377148,0
7e0b63bf-21fc-4802-944c-d6031be19b84,56180.836871206375,702,44,10.297402650866694,0.17114586916969363,Male,52367,25441.534863521614,0
78fc2a71-2a1b-4ea3-93ba-9a68bd04c89b,86456.61676858235,473,71,7.562332580951935,0.42203220599558255,Female,99922,7626.784793665385,0
08f273ee-8f46-4501-b073-ef24a378828a,80308.54868705384,768,46,4.629364467849781,0.05026613698065788,Male,80382,17940.967676131622,0
42475163-0401-4b49-9759-01bc4cb5e5fc,20000.0,760,56,3.7892538708803465,0.513026544404006,Male,36205,40495.23616703801,0
8b3f9ccc-5a9e-4dd8-b06c-72261a098d71,79722.51908184384,599,70,3.7684512231659646,0.2484176707781006,Male,35570,9546.770559793084,0
ac680f3c-a492-42ce-b3b9-b8caf506b271,49680.401849383925,631,56,8.488884505056063,0.38625495526635273,Female,40255,21875.752003614718,0
e5b1a768-35d8-4207-8c62-83965502353f,49692.33999082124,689,18,0.0,0.28254140057088356,Other,31182,29388.773221474446,0
ae5f3fe9-8682-4b85-8a95-14655a440cd8,88350.28866522603,670,34,3.140634195722967,0.09114157083244692,Other,49373,11159.27970388499,0
2de2e4de-2001-4ce6-b232-d58746b5364a,85790.48782364675,555,58,12.978049115054741,0.45833169031979626,Female,53019,41446.51842814115,0
82632f41-80eb-4192-bb6c-da92c513ddb6,83247.64303746307,546,47,13.17097633288588,0.7126084545805995,Female,72619,35409.512728065616,0
a4a75436-35e0-45f4-b19e-54f1e0a5bec8,38099.95315782272,597,70,0.0,0.22274875854664622,Female,26043,55143.18864287938,1
5527348d-4b90-4639-99a2-281190d375ac,51615.08441579402,693,30,0.0,0.25164621737321363,Female,55532,36721.91343786658,0
8463eb13-c1d9-494b-bd43-d32c33f7fd0b,67947.21750079088,643,38,3.646897102360316,0.0,Female,75936,10586.655466509423,0
159c91bf-2f36-4cfe-b535-a79dd1258d4a,99266.35381367078,620,36,9.462947585571762,0.5027254355184181,Male,29239,32955.53591363787,1
2880be42-3608-42a3-ac61-42b4eb1a889d,47281.0569349451,661,70,0.0,0.43676479842630045,Female,20416,39820.32510273784,0
543171bc-f54d-4345-807e-6633df0bd97d,64430.230700085485,422,36,4.72595682541261,0.03999242069176284,Male,13412,40592.182211880194,1
0733f2f8-948d-44bc-be88-08329ec9ffba,36809.950779819155,741,74,2.6291042171017747,0.0,Male,91976,13347.367781638955,0
9c2d762e-0fd1-4ce2-a282-188220b43dfc,28996.731085942894,460,42,11.629823371426168,0.007615307525210224,Female,34406,11554.934464667873,1
66cd735c-e6d6-4f0e-8727-68548ae8e640,94375.77467182594,621,39,0.0,0.39677536880592273,Male,11875,7905.443213364826,1
bfb03620-9488-480c-87ab-b10e65a5fd10,110687.2008571247,560,48,5.462703077468112,0.41174871294211235,Male,47066,49070.979912083,1
166b887d-3edb-46da-8c30-72fdf7e86bd7,57663.74189970149,496,34,3.0319528132570315,0.16149990834468175,Female,15752,34343.182357630576,0
1470769d-657d-40bd-9efc-d80025fd28cb,100105.98693676072,742,72,12.348994631386441,0.37488900470741976,Male,96753,12681.720636869339,0
78631577-be2f-44ad-8cb7-e37fd528f985,68721.71863871466,562,40,7.988263231766249,0.32383156814867287,Female,88025,26907.834081356807,0
eb01d182-7117-4dc4-8cb3-635f23d838c6,43049.44625756933,627,49,2.0709217037113263,0.2449095439718672,Female,11353,23144.690298984642,0
3745c51d-5e19-4ffa-9b83-6f0849f7e1b2,68715.58794046455,596,79,9.266932216645412,0.445529524002795,Female,36986,10411.277965514757,1
19ac3149-d372-4323-b93d-c73b1460b675,98719.9324448822,638,27,3.0558557334571312,0.1192596598157942,Female,96907,25542.759159349047,0
43f5cc86-dc4e-4fb2-bd26-3e6a7a4f2f2c,58586.43600269624,606,27,9.996648556198767,0.47213088203908427,Female,24691,27860.429315806585,0
757c13a7-c135-4421-bf4e-fc6947551945,99398.41322325716,497,53,3.814615045572109,0.1907217668978471,Female,79847,53968.79641977849,0
8e318089-7120-4b57-8746-bb9a8d95dcfa,17000.0,679,25,10.273332893843817,0.5672305022950567,Female,58075,15164.687113505903,0
c3c8b47d-fdc8-48dc-bc9f-daa88ab3d8b1,80458.51386156821,560,71,7.1804097756362495,0.14920409647778002,Female,20794,1000.0,0
e54441cd-48eb-42a8-a609-d4f5f76f1784,61719.70024007336,475,69,21.302455403457117,0.24726418820998095,Female,78470,9265.693969660342,0
936bee38-eff9-48ca-99dc-6af6ab4c66f1,51875.31256312037,565,37,4.735519972919978,0.30878807063135294,Female,26406,11610.288648516665,0
d6ace2a6-6632-4195-8a9a-b2ccc9da882c,72752.82329606506,770,49,6.9143114581072425,0.30784778217337244,Male,85930,18596.09235950657,1
3aaf03ef-c9d2-4fca-b185-08eafe5b71c4,20000.0,718,67,2.602876291420344,0.3736242750927143,Male,36872,9302.444063092864,0
68ee28ce-9770-4551-885b-fb4101c70f27,53898.36686014345,572,31,5.013426703773893,0.10714763726299839,Female,51708,37331.83008728409,1
0e3825bc-1741-429e-b684-ae6d726e4a9d,80713.3771453524,622,67,0.0,0.2944031387630047,Male,30800,8259.508554857803,0
891dda88-f4e9-443f-80d6-8dc37f36880a,114336.82134224547,624,45,7.327920082705161,0.32071975596040814,Male,53397,25300.269524488453,0
4a74f618-d0a3-4b90-acb3-90f7dd39a2e8,46284.10943402199,766,63,11.71437106474706,0.220839266395781,Female,47909,55002.88275283262,0
